time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2023-06-06 09:30:00-04:00,SentimentAnalysisTrader,2bb8dec4f8b1466682027482d6bde7e8,SPY,buy,market,fill,1,day,0.0,1,stock,428.44000244140625,339.0,0.0
2023-06-06 09:30:00-04:00,SentimentAnalysisTrader,549d0df2896c40239cf4462d6235e958,SPY,buy,market,fill,1,gtc,0.0,1,stock,428.44000244140625,487.0,0.0
2023-06-12 09:30:00-04:00,SentimentAnalysisTrader,eb8fb87da902463382bbf55cbee06eef,SPY,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,SentimentAnalysisTrader,875611d0d9784496a5d0a8ffdead848f,SPY,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,SentimentAnalysisTrader,5220b165e4794fb19609c972bf72664b,SPY,sell,market,new,1,day,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,SentimentAnalysisTrader,f04c409aa772431ea1c5661e102ea5c0,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-12 09:30:00-04:00,SentimentAnalysisTrader,5220b165e4794fb19609c972bf72664b,SPY,sell,market,fill,1,day,0.0,1,stock,435.32000732421875,487.0,0.0
2023-06-12 09:30:00-04:00,SentimentAnalysisTrader,f04c409aa772431ea1c5661e102ea5c0,SPY,sell,market,fill,1,gtc,0.0,1,stock,435.32000732421875,73.0,0.0
2023-06-29 09:30:00-04:00,SentimentAnalysisTrader,8566d37620e349eb97249cada19d84f4,SPY,sell,market,new,1,gtc,0.0,1,stock,,,
2023-06-29 09:30:00-04:00,SentimentAnalysisTrader,8566d37620e349eb97249cada19d84f4,SPY,sell,market,fill,1,gtc,0.0,1,stock,441.44000244140625,348.0,0.0
2023-07-26 09:30:00-04:00,SentimentAnalysisTrader,8ba759121eae4f869cefd512d072bd44,SPY,buy,limit,canceled,1,day,0.0,1,stock,,,
